maximum-sugar-endowment,minimum-sugar-endowment,initial-population,gini-index,death-ratio,mean-sugar,starve-count,age-death-count,max-min
40,25,800,0.353769932,0.592532173,43.585,9807,6743,15
40,25,850,0.350306418,0.589823059,41.21058824,10467,7278,15
40,25,900,0.350829716,0.589906364,39.33222222,11151,7751,15
40,25,950,0.363697728,0.597577256,39.14210526,12086,8138,15
40,25,1000,0.351026825,0.611496577,37.428,13308,8454,15
40,30,0,0,0,0,0,0,10
40,30,50,0.422742192,0.232819074,75.56,166,546,10
40,30,100,0.407026413,0.278541953,70.42,405,1048,10
40,30,150,0.444811583,0.33998227,67.22666667,767,1488,10
40,30,200,0.431554252,0.376769627,61.38,1171,1936,10
40,30,250,0.399438955,0.39559339,60.316,1580,2413,10
40,30,300,0.407975864,0.415098158,58.37333333,2051,2889,10
40,30,350,0.392009398,0.420462388,61.67142857,2437,3358,10
40,30,400,0.395348496,0.44967723,52.045,3065,3750,10
40,30,450,0.38984979,0.511308259,48.85333333,4092,3910,10
40,30,500,0.392255561,0.538069378,51.432,4855,4167,10
40,30,550,0.390814426,0.565153876,47.35272727,5803,4464,10
40,30,600,0.373208172,0.569840289,47.02833333,6458,4874,10
40,30,650,0.361777505,0.583260472,47.74461538,7338,5242,10
40,30,700,0.353769197,0.577932042,46.39,7909,5775,10
40,30,750,0.355741635,0.591859845,44.97333333,8885,6126,10
40,30,800,0.370839065,0.583609427,45.34625,9336,6660,10
40,30,850,0.342642685,0.582139946,42.56235294,10000,7177,10
40,30,900,0.348225687,0.590485426,40.04888889,10960,7600,10
40,30,950,0.347275117,0.595452941,39.54526316,11812,8024,10
40,30,1000,0.352903093,0.596824038,38.511,12553,8479,10
45,0,0,0,0,0,0,0,45
45,0,50,0.433135135,0.266139657,74,202,556,45
45,0,100,0.458045482,0.354140915,65.08,573,1044,45
45,0,150,0.457264852,0.385193983,64.9,973,1552,45
45,0,200,0.428097936,0.419354839,64.43,1469,2033,45
45,0,250,0.43988168,0.396190924,55.984,1685,2567,45
45,0,300,0.449864556,0.448500181,53.48666667,2482,3051,45
45,0,350,0.454277815,0.487107291,55.80285714,3287,3460,45
45,0,400,0.448838084,0.528154133,50.6975,4249,3795,45
45,0,450,0.455569289,0.554082941,43.14888889,5184,4171,45
45,0,500,0.430942992,0.558177615,44.59,5795,4586,45
45,0,550,0.41870929,0.579778698,40.71818182,6864,4974,45
45,0,600,0.43671142,0.587463004,43.26166667,7741,5435,45
45,0,650,0.42860292,0.594551833,41.16615385,8643,5893,45
45,0,700,0.398507222,0.594199227,39.60428571,9383,6407,45
45,0,750,0.435673771,0.599544073,37.78666667,10257,6850,45
45,0,800,0.424436327,0.609859457,37.49125,11369,7272,45
45,0,850,0.422735714,0.616665015,36.03647059,12448,7737,45
45,0,900,0.417726448,0.629434412,34.51444444,13733,8084,45
45,0,950,0.437950881,0.65547029,34.24105263,15631,8215,45
45,0,1000,0.409480156,0.672433231,32.906,17297,8425,45
45,5,0,0,0,0,0,0,40
45,5,50,0.440118655,0.275549806,60.68,213,559,40
45,5,100,0.432065934,0.322663252,68.25,504,1057,40
45,5,150,0.418840703,0.380875203,62.87333333,940,1527,40
45,5,200,0.444788128,0.400058703,55.93,1363,2043,40
45,5,250,0.455984525,0.420705347,51.696,1849,2545,40
45,5,300,0.461141059,0.423120514,53.67333333,2240,3053,40
45,5,350,0.422850541,0.466593818,55.64285714,2989,3416,40
45,5,400,0.432235797,0.498083278,49.11,3768,3796,40
45,5,450,0.436640338,0.542799371,46.04666667,4832,4069,40
45,5,500,0.429554937,0.55937347,44.542,5714,4500,40
45,5,550,0.410979268,0.573497339,46.25818182,6574,4888,40
45,5,600,0.413956538,0.581174984,40.43166667,7360,5303,40
45,5,650,0.416842937,0.585026201,40.75692308,8150,5780,40
45,5,700,0.410556906,0.582573053,41.14571429,8812,6313,40
45,5,750,0.401455156,0.591873974,38.672,9731,6709,40
45,5,800,0.412608183,0.594965933,39.64625,10566,7192,40
45,5,850,0.408496916,0.59971778,38.52470588,11475,7658,40
45,5,900,0.42037871,0.615087787,35.53,12752,7979,40
45,5,950,0.421548773,0.632937394,34.70105263,14174,8219,40
45,5,1000,0.420861275,0.656688764,34.125,15949,8337,40
45,10,0,0,0,0,0,0,35
45,10,50,0.434588235,0.245590231,71.4,181,555,35
45,10,100,0.444765453,0.312294543,72.48,475,1045,35
45,10,150,0.425025039,0.365086026,67.00666667,870,1512,35
45,10,200,0.422432814,0.393357709,69.025,1291,1990,35
45,10,250,0.435479697,0.398808105,57.628,1673,2521,35
45,10,300,0.421152774,0.423875433,55.82666667,2205,2996,35
45,10,350,0.437966234,0.452760932,51.27714286,2837,3428,35
45,10,400,0.411285269,0.48767461,50.505,3561,3740,35
45,10,450,0.420556599,0.537550316,49.68444444,4674,4020,35
45,10,500,0.410639065,0.555836537,46.568,5495,4390,35
45,10,550,0.397508162,0.564577657,47.94363636,6216,4793,35
45,10,600,0.400455316,0.577408584,46.53666667,7090,5188,35
45,10,650,0.403495272,0.57819204,42.64153846,7816,5701,35
45,10,700,0.388361875,0.586134596,40.70857143,8666,6118,35
45,10,750,0.397297942,0.586181046,40.53733333,9383,6623,35
45,10,800,0.403543089,0.589019653,40.6425,10160,7088,35
45,10,850,0.393421196,0.592846353,37.77529412,10989,7546,35
45,10,900,0.402371317,0.603114204,37.99888889,12046,7926,35
45,10,950,0.400811049,0.614836547,36.33473684,13203,8270,35
45,10,1000,0.406518557,0.639473007,33.142,14901,8400,35
45,15,0,0,0,0,0,0,30
45,15,50,0.405627753,0.243093923,72.64,176,547,30
45,15,100,0.461021289,0.29305741,69.52,439,1058,30
45,15,150,0.421126558,0.389258951,68.09333333,935,1466,30
45,15,200,0.447884615,0.383416459,61.1,1230,1977,30
45,15,250,0.408352099,0.392926829,59.256,1611,2488,30
45,15,300,0.4168587,0.416222617,53.81,2109,2957,30
45,15,350,0.416349583,0.441045881,52.91428571,2682,3398,30
45,15,400,0.438205535,0.488027682,49.9975,3526,3698,30
45,15,450,0.389018683,0.513753754,51.82,4277,4047,30
45,15,500,0.405574938,0.54265602,48.2,5165,4352,30
45,15,550,0.400214889,0.572395882,46.98181818,6171,4609,30
45,15,600,0.383383117,0.575389227,45.97666667,6911,5099,30
45,15,650,0.387493527,0.582115545,45.02,7688,5518,30
45,15,700,0.380241939,0.576275939,45.22142857,8220,6043,30
45,15,750,0.372198172,0.584207478,41.284,9078,6460,30
45,15,800,0.379531015,0.583616122,40.75625,9803,6993,30
45,15,850,0.382592299,0.599281124,39.92235294,11004,7357,30
45,15,900,0.384443881,0.596794839,37.23222222,11656,7874,30
45,15,950,0.376913932,0.607206256,38.10315789,12656,8186,30
45,15,1000,0.379834271,0.623253738,36.276,13964,8440,30
45,20,0,0,0,0,0,0,25
45,20,50,0.451726868,0.223140496,80.84,162,563,25
45,20,100,0.420875439,0.289580514,74.02,428,1049,25
45,20,150,0.426732001,0.361373391,68.02666667,842,1487,25
45,20,200,0.419080255,0.369958717,67.41,1165,1983,25
45,20,250,0.404835977,0.397480237,64.308,1609,2438,25
45,20,300,0.418115911,0.414378029,62.57666667,2052,2899,25
45,20,350,0.432545111,0.437248996,54.71714286,2613,3362,25
45,20,400,0.427852933,0.469647193,54.0825,3288,3712,25
45,20,450,0.400853439,0.513983463,48.78444444,4227,3996,25
45,20,500,0.398887815,0.546530221,46.334,5127,4253,25
45,20,550,0.391009955,0.569649139,50.47272727,5991,4525,25
45,20,600,0.386584946,0.572044123,46.16,6638,4965,25
45,20,650,0.377900634,0.580960509,46.72923077,7488,5400,25
45,20,700,0.364244284,0.587726757,45.22,8294,5817,25
45,20,750,0.361314273,0.592029127,43.09066667,9106,6274,25
45,20,800,0.369274128,0.590812806,40.90125,9762,6760,25
45,20,850,0.368360133,0.592080772,39.91294118,10497,7231,25
45,20,900,0.357074942,0.587542445,39.64888889,11074,7773,25
45,20,950,0.362503029,0.598152995,39.05473684,12112,8136,25
45,20,1000,0.376568951,0.616457781,37.128,13477,8384,25
45,25,0,0,0,0,0,0,20
45,25,50,0.347038001,0.23347398,76.84,166,544,20
45,25,100,0.415929304,0.271664374,78.93,395,1058,20
45,25,150,0.419810057,0.345159877,78.62,788,1494,20
45,25,200,0.433825019,0.376751592,59.235,1183,1956,20
45,25,250,0.404756665,0.387806729,66.312,1533,2419,20
45,25,300,0.415392312,0.419497487,61.19,2087,2887,20
45,25,350,0.403299487,0.420027577,60.01428571,2437,3364,20
45,25,400,0.419041638,0.45230095,54.4875,3096,3748,20
45,25,450,0.385067171,0.501387837,53.68666667,3974,3951,20
45,25,500,0.392085059,0.548796499,50.036,5016,4123,20
45,25,550,0.381780865,0.561307902,49.78545455,5768,4507,20
45,25,600,0.355057323,0.57555962,49.23333333,6608,4872,20
45,25,650,0.375518851,0.578314213,44.45076923,7259,5292,20
45,25,700,0.36495055,0.582212803,46.22285714,7967,5716,20
45,25,750,0.363396993,0.587349398,45.14266667,8775,6164,20
45,25,800,0.359328095,0.588490906,44.105,9480,6628,20
45,25,850,0.36095842,0.587625302,40.35764706,10200,7157,20
45,25,900,0.353741332,0.594760013,42.76222222,11078,7547,20
45,25,950,0.355297195,0.589032749,40.23578947,11601,8093,20
45,25,1000,0.34387756,0.606267995,38.288,12845,8341,20
45,30,0,0,0,0,0,0,15
45,30,50,0.385858896,0.225531915,78.24,159,545,15
45,30,100,0.385913007,0.267869535,70.81,386,1054,15
45,30,150,0.387157594,0.340868794,71.52,769,1486,15
45,30,200,0.387748962,0.359075908,66.225,1088,1941,15
45,30,250,0.401637531,0.400504414,61.048,1588,2376,15
45,30,300,0.392763176,0.402042518,63.41333333,1929,2868,15
45,30,350,0.397887048,0.429684794,60.46285714,2481,3292,15
45,30,400,0.40051457,0.450764889,56.795,3035,3697,15
45,30,450,0.394336584,0.484914623,51.50666667,3777,4011,15
45,30,500,0.400557511,0.530808873,48.86,4738,4187,15
45,30,550,0.382482318,0.561159651,49.82545455,5652,4419,15
45,30,600,0.376732673,0.572873769,51.46833333,6399,4770,15
45,30,650,0.355403342,0.580527086,49.54461538,7137,5156,15
45,30,700,0.359018404,0.587329913,47.59428571,7899,5549,15
45,30,750,0.342428044,0.590608601,45.40133333,8666,6006,15
45,30,800,0.352026063,0.58838111,46.72625,9257,6475,15
45,30,850,0.346975928,0.579726516,43.77882353,9751,7068,15
45,30,900,0.345470882,0.584820196,43.74111111,10587,7515,15
45,30,950,0.339956626,0.588645882,41.74210526,11385,7955,15
45,30,1000,0.344163317,0.598045855,39.8,12364,8309,15
50,0,0,0,0,0,0,0,50
50,0,50,0.499485564,0.266754271,76.2,203,557,50
50,0,100,0.472196269,0.334390863,61.65,527,1048,50
50,0,150,0.453580641,0.378063479,58.40666667,941,1547,50
50,0,200,0.44992058,0.402639296,58.235,1373,2036,50
50,0,250,0.436142913,0.420446696,61.128,1826,2516,50
50,0,300,0.425927026,0.433003177,59.50333333,2317,3033,50
50,0,350,0.440206913,0.468160742,56.02285714,3029,3440,50
50,0,400,0.438179686,0.504498631,50.8875,3869,3799,50
50,0,450,0.430076851,0.531292059,48.61111111,4737,4178,50
50,0,500,0.432979085,0.565703725,49.438,5816,4464,50
50,0,550,0.402987478,0.577148269,46.16181818,6703,4910,50
50,0,600,0.419986527,0.582768031,43.915,7474,5350,50
50,0,650,0.411223118,0.593818207,43.89692308,8434,5768,50
50,0,700,0.42092529,0.591348036,40.95571429,9063,6262,50
50,0,750,0.414539666,0.59279879,41.43466667,9796,6728,50
50,0,800,0.414361313,0.600946021,38.9275,10799,7170,50
50,0,850,0.411642505,0.613577023,37.84117647,11985,7547,50
50,0,900,0.402063896,0.627666086,37.53,13331,7907,50
50,0,950,0.394714408,0.640714379,36.94421053,14673,8227,50
50,0,1000,0.406469686,0.666145583,34.093,16619,8328,50
50,5,0,0,0,0,0,0,45
50,5,50,0.404071653,0.237771739,82.62,175,560,45
50,5,100,0.460080355,0.306892068,72.18,472,1065,45
50,5,150,0.446574693,0.365138373,60.88666667,884,1536,45
50,5,200,0.462930105,0.382370821,64.955,1258,2031,45
50,5,250,0.442645534,0.41323287,54.008,1755,2491,45
50,5,300,0.425941962,0.409456543,58.12333333,2087,3009,45
50,5,350,0.401153046,0.461074996,56.08571429,2908,3398,45
50,5,400,0.457614907,0.50646097,48.0825,3841,3742,45
50,5,450,0.418579428,0.521860465,47.40222222,4488,4111,45
50,5,500,0.421298697,0.543889845,47.272,5372,4504,45
50,5,550,0.39687434,0.562966964,44.60545455,6254,4854,45
50,5,600,0.41238545,0.579537209,45.26166667,7188,5214,45
50,5,650,0.408282104,0.581132075,41.55076923,7854,5660,45
50,5,700,0.403512112,0.584577955,44.38285714,8650,6146,45
50,5,750,0.404632909,0.589899869,42.07733333,9485,6593,45
50,5,800,0.39092497,0.595065562,41.24625,10347,7040,45
50,5,850,0.397837947,0.596033964,39.82117647,11091,7516,45
50,5,900,0.399344029,0.609343196,38.50666667,12274,7868,45
50,5,950,0.411310756,0.623114883,35.16736842,13511,8171,45
50,5,1000,0.411112507,0.645166795,36.389,15124,8317,45
50,10,0,0,0,0,0,0,40
50,10,50,0.459213012,0.259562842,76.24,190,541,40
50,10,100,0.455546392,0.284366577,67.9,422,1061,40
50,10,150,0.390754005,0.365092749,65.34,866,1505,40
50,10,200,0.419454014,0.4047763,61.54,1339,1968,40
50,10,250,0.410550591,0.390541199,58.904,1602,2499,40
50,10,300,0.409093658,0.41826359,60.26666667,2139,2974,40
50,10,350,0.423280461,0.444262563,56.02,2714,3394,40
50,10,400,0.410619946,0.488693984,50.085,3566,3730,40
50,10,450,0.429409217,0.518310867,50.39555556,4345,4037,40
50,10,500,0.396109032,0.541336117,49.27,5186,4393,40
50,10,550,0.402959652,0.561149086,47.25818182,6075,4750,40
50,10,600,0.39827524,0.575251392,44.37333333,6922,5110,40
50,10,650,0.384681502,0.576911431,46.35846154,7621,5588,40
50,10,700,0.397168573,0.58931025,43.09285714,8578,5977,40
50,10,750,0.381166289,0.587346311,41.79333333,9172,6443,40
50,10,800,0.383177327,0.586167733,41.685,9806,6922,40
50,10,850,0.38861475,0.590500998,41.04588235,10655,7388,40
50,10,900,0.388326302,0.599175683,38.45111111,11630,7779,40
50,10,950,0.403265542,0.610376593,37.17894737,12788,8162,40
50,10,1000,0.393951992,0.630176338,36.723,14259,8367,40
50,15,0,0,0,0,0,0,35
50,15,50,0.438633714,0.226256983,85.78,162,553,35
50,15,100,0.442127753,0.282593857,68.57,414,1050,35
50,15,150,0.404614815,0.362194599,72.08666667,845,1487,35
50,15,200,0.397089742,0.381681776,63.07,1221,1977,35
50,15,250,0.400396524,0.39803198,61.212,1618,2446,35
50,15,300,0.411400117,0.417479594,62.42333333,2097,2925,35
50,15,350,0.438815122,0.442666667,58.94,2656,3343,35
50,15,400,0.416094805,0.472499288,52.9375,3316,3701,35
50,15,450,0.41385558,0.507971548,46.66444444,4142,4011,35
50,15,500,0.395510117,0.548619194,50.804,5185,4265,35
50,15,550,0.394851046,0.554940334,46.25636364,5813,4661,35
50,15,600,0.399054352,0.576929601,44.85166667,6802,4987,35
50,15,650,0.384009658,0.575346735,45.09230769,7384,5449,35
50,15,700,0.375409257,0.58152599,45.45571429,8178,5884,35
50,15,750,0.359981263,0.578895399,44.11866667,8794,6396,35
50,15,800,0.363838459,0.583003109,43.735,9563,6839,35
50,15,850,0.376866225,0.591050342,42.42823529,10461,7237,35
50,15,900,0.373727408,0.593657817,38.88777778,11270,7713,35
50,15,950,0.373229641,0.611273222,40.33157895,12569,7992,35
50,15,1000,0.374518339,0.615529002,38.716,13445,8397,35
50,20,0,0,0,0,0,0,30
50,20,50,0.393257615,0.21875,77.48,154,549,30
50,20,100,0.431110827,0.252094972,78.14,361,1070,30
50,20,150,0.402011132,0.347939262,66.67333333,802,1502,30
50,20,200,0.413935496,0.38412496,67.825,1205,1931,30
50,20,250,0.39310086,0.396984925,63.732,1580,2399,30
50,20,300,0.384636705,0.415243902,58.89,2043,2876,30
50,20,350,0.395588431,0.426906598,59.51142857,2491,3343,30
50,20,400,0.398029674,0.459935897,55.0575,3157,3706,30
50,20,450,0.391644511,0.496613146,53.49333333,3959,4012,30
50,20,500,0.386730255,0.538276465,51.938,4922,4221,30
50,20,550,0.398385484,0.553405648,46.87636364,5663,4569,30
50,20,600,0.383124116,0.565680578,46.74833333,6425,4932,30
50,20,650,0.371597771,0.582546427,48.70615385,7403,5304,30
50,20,700,0.372336812,0.57945637,45.83428571,7909,5739,30
50,20,750,0.368273783,0.584320814,45.168,8728,6208,30
50,20,800,0.353643274,0.589286823,43.2475,9494,6616,30
50,20,850,0.352872448,0.58686453,45.23058824,10124,7126,30
50,20,900,0.366239651,0.589919137,40.81444444,10943,7606,30
50,20,950,0.358585379,0.593533019,40.71684211,11711,8019,30
50,20,1000,0.371731094,0.605092219,38.255,12762,8328,30
50,25,0,0,0,0,0,0,25
50,25,50,0.37638009,0.219236209,83.98,155,551,25
50,25,100,0.409617494,0.275034294,71.11,401,1056,25
50,25,150,0.424632535,0.362159789,64.58666667,825,1452,25
50,25,200,0.402665316,0.370081301,65.405,1138,1936,25
50,25,250,0.398357529,0.377145785,63.592,1472,2430,25
50,25,300,0.384312097,0.390667504,65.82,1867,2911,25
50,25,350,0.400124678,0.419867318,64.03428571,2405,3322,25
50,25,400,0.384613731,0.45209759,56.405,3039,3682,25
50,25,450,0.389822848,0.480573125,55.52888889,3723,4023,25
50,25,500,0.377777014,0.524730216,51.806,4668,4227,25
50,25,550,0.372168909,0.552492785,49.14,5552,4496,25
50,25,600,0.367404629,0.561127116,49.44166667,6233,4874,25
50,25,650,0.363931677,0.569818716,49.59384615,6978,5267,25
50,25,700,0.361260684,0.583574879,46.70285714,7852,5602,25
50,25,750,0.364588346,0.589402619,45.772,8643,6020,25
50,25,800,0.369673495,0.582612016,45.99375,9154,6557,25
50,25,850,0.347604573,0.587960775,45.54352941,9953,6974,25
50,25,900,0.343571634,0.593220339,43.70444444,10815,7415,25
50,25,950,0.3500269,0.5936066,44.44421053,11513,7881,25
50,25,1000,0.338932891,0.598281107,40.084,12391,8319,25
50,30,0,0,0,0,0,0,20
50,30,50,0.409907569,0.223175966,80.06,156,542,20
50,30,100,0.424385049,0.281767956,72.77,408,1039,20
50,30,150,0.387869326,0.326253954,73.87333333,722,1490,20
50,30,200,0.409180748,0.36137794,65.395,1091,1927,20
50,30,250,0.384198123,0.378638254,70.744,1457,2390,20
50,30,300,0.374766248,0.401476793,65.05,1903,2836,20
50,30,350,0.3831341,0.4067071,60.77714286,2280,3325,20
50,30,400,0.365842941,0.437972769,58.115,2895,3714,20
50,30,450,0.379918597,0.473030143,56.17555556,3578,3985,20
50,30,500,0.372375911,0.519281382,56.524,4538,4200,20
50,30,550,0.38343965,0.549928963,52.46545455,5419,4434,20
50,30,600,0.358865109,0.557663965,52.215,6054,4801,20
50,30,650,0.376407243,0.567554035,51.06,6801,5181,20
50,30,700,0.353244437,0.584325924,49.25857143,7702,5478,20
50,30,750,0.343289457,0.581844925,49.452,8307,5969,20
50,30,800,0.336689343,0.587335537,47.7275,9062,6366,20
50,30,850,0.335354216,0.587020827,46.84352941,9724,6840,20
50,30,900,0.343947975,0.583730159,44.75555556,10297,7342,20
50,30,950,0.344571547,0.591160804,44.46,11209,7751,20
50,30,1000,0.33874371,0.598679022,43.404,12146,8141,20
